match_id,match_seq_num,radiant_win,start_time,duration,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster,radiant_team,dire_team
8752052120,7354864983,True,1774972995,934,4,1,54,2,273,"[50, 92, 38, 14, 71]","[37, 49, 30, 47, 6]"
8752052043,7354865577,True,1774972990,959,0,23,23,2,187,"[67, 30, 34, 61, 84]","[65, 75, 66, 19, 31]"
8752052040,7354869344,False,1774972990,1132,0,23,45,5,181,"[87, 114, 74, 39, 119]","[41, 129, 111, 11, 14]"
8752051815,7354863553,False,1774972981,869,0,23,12,1,181,"[135, 26, 13, 44, 114]","[25, 57, 35, 49, 22]"
8752051685,7354868664,True,1774972975,1132,0,23,14,2,192,"[5, 101, 42, 88, 97]","[35, 155, 14, 16, 59]"
8752051649,7354867518,False,1774972975,1061,0,23,54,3,181,"[44, 73, 92, 11, 52]","[113, 14, 54, 86, 35]"
8752051509,7354868487,False,1774972970,1136,0,23,35,3,183,"[29, 35, 57, 71, 47]","[86, 48, 45, 136, 60]"
8752051479,7354868830,False,1774972965,1137,0,23,24,2,151,"[6, 105, 56, 33, 29]","[85, 74, 5, 95, 49]"
8752051451,7354866899,False,1774972966,1061,0,23,21,1,185,"[60, 82, 71, 70, 26]","[84, 126, 85, 22, 114]"
8752051410,7354861190,True,1774972965,778,0,23,41,2,201,"[129, 25, 61, 30, 14]","[86, 54, 6, 108, 9]"
8752051389,7354864878,False,1774972965,951,0,23,24,3,185,"[41, 37, 86, 40, 36]","[17, 96, 76, 27, 104]"
8752051290,7354868900,False,1774972960,1143,0,23,41,5,182,"[26, 11, 27, 89, 155]","[137, 126, 4, 104, 7]"
8752051249,7354866099,True,1774972945,1033,0,23,45,3,183,"[86, 35, 74, 1, 101]","[39, 155, 40, 120, 56]"
8752051207,7354866003,True,1774972940,1020,0,23,23,3,273,"[35, 50, 99, 135, 26]","[28, 84, 108, 74, 14]"
8752051186,7354866854,True,1774972951,1054,0,23,35,3,182,"[84, 95, 26, 104, 105]","[72, 71, 113, 128, 19]"
8752051115,7354869205,False,1774972940,1185,0,23,32,2,272,"[113, 107, 40, 63, 26]","[27, 108, 88, 30, 12]"
8752051101,7354867840,True,1774972951,1106,0,23,22,2,193,"[59, 62, 36, 25, 32]","[29, 8, 86, 33, 74]"
8752051057,7354865816,True,1774972951,996,0,23,25,1,381,"[35, 105, 22, 32, 84]","[29, 155, 46, 14, 19]"
8752051026,7354866449,True,1774972951,990,0,22,13,2,185,"[50, 4, 25, 107, 20]","[74, 145, 54, 30, 7]"
8752051019,7354868714,True,1774972945,1162,0,23,33,3,184,"[86, 14, 2, 93, 68]","[71, 106, 10, 30, 17]"
8752051004,7354864135,True,1774972950,920,0,23,51,4,182,"[104, 64, 18, 33, 2]","[41, 94, 54, 14, 71]"
8752050902,7354868308,False,1774972936,1144,0,23,31,4,181,"[119, 38, 64, 6, 71]","[22, 44, 31, 27, 86]"
8752050882,7354853780,True,1774972948,374,1,21,12,1,272,[3],[21]
8752050868,7354865536,False,1774972940,1011,0,23,43,2,191,"[126, 14, 54, 106, 1]","[84, 6, 43, 68, 35]"
8752050813,7354868736,True,1774972935,1178,0,23,42,4,182,"[12, 71, 126, 44, 57]","[40, 41, 113, 34, 64]"
8752050801,7354868998,True,1774972940,1160,0,23,34,2,273,"[75, 2, 46, 25, 97]","[88, 62, 17, 53, 4]"
8752050760,7354867584,True,1774972935,1028,7,22,72,5,227,"[145, 22, 64, 54, 104]","[5, 71, 19, 6, 31]"
8752050708,7354864755,False,1774972935,979,0,23,21,1,182,"[75, 11, 138, 28, 61]","[128, 79, 2, 44, 42]"
8752050693,7354866574,True,1774972935,1056,0,23,13,1,192,"[42, 35, 4, 72, 47]","[28, 52, 26, 30, 70]"
8752050598,7354868938,True,1774972930,1077,0,23,44,5,182,"[101, 14, 81, 54, 52]","[74, 8, 22, 29, 88]"
8752050597,7354869609,False,1774972930,1223,0,23,12,1,185,"[12, 25, 71, 40, 47]","[14, 42, 19, 145, 104]"
8752050533,7354866792,True,1774972921,974,7,22,75,1,183,"[8, 91, 39, 108, 80]","[35, 123, 37, 10, 60]"
8752050530,7354863247,True,1774972915,921,0,23,11,1,192,"[101, 71, 56, 61, 138]","[12, 8, 84, 73, 11]"
8752050509,7354868409,True,1774972926,1172,0,23,51,5,182,"[93, 49, 91, 7, 9]","[64, 12, 104, 15, 89]"
8752050503,7354869014,True,1774972925,1202,0,23,45,4,153,"[40, 93, 29, 35, 7]","[42, 41, 87, 25, 108]"
8752050501,7354868794,True,1774972925,1193,0,23,33,4,182,"[93, 27, 5, 82, 54]","[97, 30, 71, 7, 40]"
8752050474,7354867732,False,1774972920,1134,0,23,15,3,152,"[114, 9, 37, 91, 119]","[27, 11, 95, 35, 17]"
8752050369,7354868349,True,1774972921,1177,0,23,75,3,186,"[30, 100, 38, 58, 15]","[131, 69, 112, 34, 73]"
8752050358,7354862401,True,1774972920,857,0,23,24,2,193,"[70, 30, 38, 27, 22]","[46, 41, 44, 20, 72]"
8752050340,7354866174,True,1774972920,978,7,22,41,5,185,"[36, 40, 100, 61, 80]","[104, 16, 25, 44, 105]"
8752050292,7354866604,True,1774972915,1092,0,23,42,7,183,"[104, 101, 37, 21, 22]","[36, 93, 28, 107, 14]"
8752050255,7354867577,True,1774972905,1120,0,23,31,4,183,"[11, 74, 46, 10, 102]","[89, 93, 65, 81, 86]"
8752050242,7354867832,False,1774972916,1161,0,23,45,8,152,"[131, 71, 14, 35, 54]","[31, 4, 26, 76, 2]"
8752050241,7354867706,False,1774972915,1125,0,23,32,3,153,"[14, 121, 20, 87, 44]","[84, 74, 102, 59, 15]"
8752050229,7354867658,False,1774972910,1146,0,23,35,2,273,"[14, 26, 104, 145, 27]","[11, 97, 93, 81, 88]"
8752050210,7354868825,False,1774972911,1188,0,23,61,4,151,"[37, 57, 73, 9, 71]","[36, 27, 29, 44, 84]"
8752050195,7354848543,False,1774972918,126,1,21,75,2,273,[62],[45]
8752050150,7354864727,True,1774972911,1002,0,23,24,2,181,"[68, 104, 86, 6, 36]","[15, 56, 97, 21, 16]"
8752050140,7354869391,True,1774972910,1230,0,23,12,1,271,"[27, 39, 55, 84, 138]","[58, 93, 5, 71, 80]"
8752050134,7354868236,False,1774972899,1178,0,23,23,3,152,"[2, 14, 56, 35, 84]","[61, 136, 81, 99, 66]"
8752050117,7354868318,False,1774972910,1184,0,23,54,2,151,"[10, 26, 65, 74, 71]","[126, 49, 84, 7, 25]"
8752050112,7354866287,True,1774972910,1082,0,23,54,5,273,"[84, 74, 11, 99, 33]","[5, 2, 27, 42, 17]"
8752050097,7354864495,True,1774972906,1001,0,23,23,3,183,"[25, 61, 93, 74, 71]","[53, 59, 84, 106, 13]"
8752050053,7354869175,False,1774972900,1198,0,23,33,3,185,"[34, 88, 25, 14, 56]","[22, 114, 84, 54, 30]"
8752050027,7354862608,False,1774972901,910,0,23,15,2,185,"[74, 37, 31, 52, 44]","[4, 40, 88, 61, 1]"
8752050005,7354868522,True,1774972905,1179,0,23,21,1,182,"[14, 84, 51, 64, 22]","[81, 72, 106, 97, 27]"
8752049995,7354867230,False,1774972895,1123,0,23,25,1,151,"[81, 105, 145, 44, 30]","[99, 63, 25, 22, 100]"
8752049973,7354867699,False,1774972896,1150,0,23,52,5,182,"[7, 82, 41, 58, 61]","[138, 32, 14, 105, 74]"
8752049932,7354858661,True,1774972885,634,0,23,44,5,251,"[17, 53, 83, 105, 84]","[15, 110, 27, 45, 22]"
8752049911,7354869098,True,1774972896,1227,0,23,55,5,182,"[11, 44, 22, 107, 36]","[26, 63, 71, 79, 62]"
8752049853,7354865822,True,1774972895,1073,0,23,21,2,181,"[36, 42, 99, 123, 35]","[28, 74, 86, 71, 9]"
8752049812,7354869663,True,1774972880,1218,0,23,52,5,182,"[97, 11, 19, 74, 41]","[92, 84, 86, 1, 71]"
8752049755,7354863908,True,1774972895,969,0,23,24,6,183,"[47, 49, 90, 46, 50]","[22, 7, 74, 13, 138]"
8752049732,7354857109,False,1774972890,679,0,23,34,2,181,"[25, 1, 14, 44, 56]","[86, 35, 61, 54, 84]"
8752049728,7354868856,True,1774972875,1213,0,23,51,1,381,"[94, 97, 73, 14, 112]","[106, 22, 86, 41, 9]"
8752049648,7354867258,True,1774972890,1159,0,23,34,3,191,"[25, 135, 121, 36, 75]","[14, 95, 84, 22, 27]"
8752049586,7354867861,False,1774972886,1188,0,23,32,4,181,"[136, 18, 11, 92, 35]","[123, 26, 107, 28, 84]"
8752049477,7354867530,True,1774972880,1166,0,23,42,5,151,"[96, 30, 40, 49, 54]","[34, 14, 97, 1, 104]"
8752049411,7354857163,True,1774972880,548,0,4,23,2,191,"[76, 108, 63, 101, 36]","[21, 29, 135, 119, 27]"
8752049405,7354865460,True,1774972875,1047,0,23,45,4,181,"[100, 40, 135, 114, 11]","[2, 8, 91, 27, 14]"
8752049403,7354867856,True,1774972870,1177,0,23,51,2,192,"[119, 71, 21, 74, 86]","[60, 56, 68, 155, 129]"
8752049398,7354863572,False,1774972865,973,0,23,32,5,184,"[35, 73, 42, 21, 74]","[14, 19, 31, 114, 59]"
8752049337,7354869015,True,1774972875,1249,0,23,13,1,273,"[105, 86, 26, 21, 63]","[14, 128, 30, 53, 11]"
8752049311,7354866218,True,1774972875,1113,0,23,25,3,202,"[14, 75, 82, 37, 114]","[64, 111, 39, 29, 11]"
8752049303,7354867368,False,1774972865,1154,0,23,44,2,251,"[74, 44, 98, 37, 19]","[21, 77, 41, 5, 3]"
8752049289,7354869112,True,1774972875,1154,7,22,75,6,152,"[38, 60, 20, 86, 13]","[96, 46, 37, 3, 17]"
8752049243,7354866325,True,1774972870,1130,0,23,21,1,184,"[123, 19, 61, 131, 99]","[74, 105, 101, 71, 14]"
8752049170,7354869218,False,1774972870,1246,0,23,21,2,185,"[14, 11, 12, 35, 38]","[48, 8, 119, 68, 85]"
8752049122,7354869376,True,1774972865,1280,0,23,31,2,193,"[74, 52, 64, 89, 17]","[36, 86, 14, 77, 68]"
8752049108,7354866938,False,1774972866,1161,0,23,35,2,184,"[11, 135, 100, 25, 56]","[69, 75, 27, 52, 35]"
8752049076,7354866384,False,1774972865,1126,0,23,41,3,151,"[17, 64, 73, 26, 137]","[8, 74, 84, 108, 5]"
8752049074,7354867072,True,1774972865,1168,0,23,34,4,201,"[73, 52, 44, 102, 2]","[32, 8, 40, 85, 37]"
8752049052,7354867212,False,1774972865,1156,0,23,33,2,251,"[22, 36, 99, 48, 71]","[5, 44, 29, 112, 27]"
8752049051,7354866394,True,1774972861,1136,0,23,25,2,151,"[74, 85, 104, 58, 70]","[40, 84, 76, 29, 45]"
8752049045,7354863347,False,1774972850,977,0,23,35,6,251,"[86, 71, 31, 36, 40]","[84, 4, 64, 94, 12]"
8752049012,7354866635,False,1774972861,1145,0,23,52,2,181,"[75, 104, 26, 20, 53]","[35, 155, 31, 97, 137]"
8752049009,7354852479,True,1774972861,449,0,23,32,3,153,"[85, 71, 8, 101, 22]","[90, 14, 86, 10, 6]"
8752048988,7354866636,True,1774972860,1141,0,23,15,2,271,"[48, 97, 11, 93, 22]","[69, 58, 63, 2, 56]"
8752048986,7354866296,False,1774972860,1138,0,23,22,5,181,"[107, 30, 109, 25, 17]","[137, 59, 26, 131, 36]"
8752048961,7354869018,True,1774972860,1265,0,23,15,1,272,"[81, 105, 40, 44, 62]","[75, 26, 85, 13, 35]"
8752048882,7354866693,False,1774972855,1162,0,23,35,1,152,"[34, 93, 32, 86, 68]","[35, 36, 100, 72, 28]"
8752048872,7354858839,True,1774972861,756,14,13,23,1,227,"[20, 35, 29, 44, 30]","[21, 37, 6, 2, 22]"
8752048808,7354866415,False,1774972845,1137,0,23,35,4,191,"[14, 61, 35, 112, 30]","[101, 54, 39, 12, 55]"
